,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,Battery Backup,Power Supply,MS Office Provided,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Expandable Memory,Cache,Graphic Processor,Number of Cores,OS Architecture,Operating System,Supported Operating System,Mic In,USB Port,HDMI Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Finger Print Sensor,Keyboard,Backlit Keyboard,Included Software,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,price,Battery Cell,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,HDD Capacity,System Architecture,RJ45,Hardware Interface,Sound Chip,Refresh Rate,Ethernet,Pointer Device,EMMC Storage Capacity,Multi Card Slot,Security Chip,Chipset,Memory Slots,RPM,RAM Frequency,Lock Port,TGP,S-video,RJ11,VGA Port,NFC Support,Face Recognition,Laptop Bag,Other Accessories,Dock Port,Firewire Port,Read/Write Speed,Antivirus,International Warranty,Wireless WAN,Recovery Options,Brightness,Stylus Included,Inbuilt 4G LTE
631,"Laptop, Power Adaptor, Quick Start Guide, Warranty Document",15ACH6,82JW00QMIN/82JW00PBIN,Legion 5,Legion 5 AMD,"Phantom Blue (Top), Shadow Black (Bottom)",Gaming Laptop,Gaming,Upto 7.15 Hour,230W Slim Tip (3-pin),Yes,AMD,Ryzen 7 Octa Core,,Yes,512 GB,16 GB,DDR4,5800H,"Base Frequency 3.2 GHz, Max Turbo Boost at 4.4 GHz",,4 MB,NVIDIA GeForce RTX 3050,8,,Windows 11 Home,Windows 11 Home,Yes,"3 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 1 (Always On), 1 x USB C 3.2 Gen 2 (Support Data Transfer and DisplayPort 1.4), 1 x USB C 3.2 Gen 2 (Support Data Transfer, Power Delivery and DisplayPort 1.4)",1 x HDMI 2.1,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"Full HD, IPS, 250 nits, Anti-glare, 45% NTSC, Refresh Rate: 120 Hz, FreeSync",Built-in 2W Dual Stereo Speakers,Built-in Dual Array Microphone,Nahimic Audio,"Wi-Fi 6 (802.11ax), 2 x 2",v5.1,362.56 x 260.61 x 22.5 mm,2.4 kg kg,Not Available,HD 720p with E-shutter,No,"White Backlit, English",Yes,Microsoft Office Home & Student 2021,E-Camera Shutter,1 Year Carry-in Warranty,Carry-In,Manufacturing Defects,Physical Damage,1 Year,84990,,GDDR6,4 GB,,,Yes,M.2 2280 PCIe 3.0 x4 NVMe,"High Definition (HD) Audio, Realtek ALC3306 Codec",120 Hz,100/1000M (RJ-45),,,,Firmware TPM 2.0,AMD SoC Platform,2,3200,3200 MHz,,,,,,,,,,,,,,,,,,,
632,"Laptop, Power Adaptor, User Guide, Warranty Documents",AN515-58,NH.QFSSI.001,AN515-58,Nitro 5 Gaming,Obsidian Black,Gaming Laptop,Gaming,,,No,Intel,Core i7,12th Gen,Yes,1 TB,16 GB,DDR4,12650H,3.2 GHz upto max turbo frequency at 4.7 Ghz,,,NVIDIA GeForce RTX 3070 Ti,,,Windows 11 Home,,,"2 x USB 3.2 Gen Port, 1 x USB 3.2 Gen 2 Port with power-off charging, 1 x USB 3.2 Gen 2 Type-C Port (Thunderbolt 4)",1 x HDMI Port,No,39.62 cm (15.6 Inch),2560 x 1440 PIxel,QHD,,,,Intel KillerTM Wi-Fi 6 AX 1650i,v5.1,360.4 x 271.09 x 25.9 mm,2.6 Kg,Not Available,UFC with Narrow USB HD camera with Blue Glass lens with 1280 x 720 resolution and 720p HD video at 30 fps with Temporal Noise Reduction,,"103-/104-/107-key FineTip RGB-backlit keyboard with independent standard numeric keypad, international language support",Yes,,,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,,99990,,GDDR6,8 GB,,,,,,,Killer Ethernet E2600,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,"Laptop, Power Adaptor, User Guide, Warranty Documents",15IRH8,82XV00BRIN,15IRH8,LOQ,Storm Grey,Gaming Laptop,"Everyday Use, Gaming, Processing & Multitasking",Upto 5.32 Hours,170W Slim Tip Adapter (3 Pin),Yes,Intel,Core i7,13th Gen,Yes,512 GB,16 GB,DDR5,13620H,"Base Frequency 2.4 GHz, Max Turbo Boost at 4.9 GHz",16 GB,24 MB,NVIDIA GeForce RTX 4060,10,,Windows 11 Home,Windows 11,Yes,"1 x USB 3.2 Gen 1, 2 x USB 3.2 Gen 2, 1 x USB-C 3.2 Gen 2 (Support Data Transfer, Power Delivery 140W and DisplayPort 1.4)","1 x HDMI 2.1, Upto 8K/60Hz",No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"Full HD, IPS, 350nits Anti-glare, 45% NTSC, Refresh Rate: 144Hz, G-SYNC",2W Dual Stereo Speakers,Dual Array Microphone,Nahimic Gaming Audio,"Wi-Fi 6, 11ax 2x2",v5.1,359.6 x 264.8 x 22.1 mm,2.4 kg,Not Available,Full HD 1080p with E Shutter,,"White Backlit, English",Yes,Microsoft Office Home & Student 2021,"Integrated 60Wh Battery, AI Chip: LA1",1 Year Carry-in Warranty,Carry-In,Manufacturing Damage,Physical Damage,1 Year,114990,,GDDR6,8 GB,,,Yes,PCIe 4.0 x 4 NVMe,"High Definition (HD) Audio, Realtek ALC3287 Codec",,100/1000M (RJ-45),,,,Firmware TPM 2.0 Enabled,Intel SoC Platform,2,5200,,,,,,,,,,,,,,,,,,,,
634,"Laptop, User manual, Adapter",RC45KD,G5 KD-52IN123SE,RC45KD,G5 KD,Matte Black,Gaming Laptop,Gaming,,180W AC Adapter,Yes,Intel,Core i5,11th Gen,Yes,512 GB,16 GB,DDR4,11400H,2.70 GHz Max Turbo Boost Frequency Up to 4.50 GHz,,,NVIDIA GeForce RTX 3060,,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB2.0 Type-A, 2 x USB3.2 Gen1 Type-A",1 x HDMI 2.0,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD 16:9 aspect ratio,LED Backlit, 300 Nits, 45% NTSC, 6-bit + Hi-FRC, Anti-glare display",Built-in Speakers,,,"Intel AX201 Wireless (802.11ax, a/b/g/n/ac/ax compatible) *1",v5.2,361 x 258 x 31.8 mm,2.18 Kg,Not Available,HD Camera,No,All-zone of Single Colored Backlit Keyboard with 15 Colors LED Setting,Yes,,,2 year carry on warranty,Onsite,Manufacturing Defects,Physical Damage,,79990,,GDDR6,6 GB,,,,,,144 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fd0006TU,7P6Z8PA#ACJ,15-fd0006TU,15s (2023) Intel,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,Intel,Core i3,13th Gen,Yes,512 GB,8 GB,DDR4,1315U,3.30GHz Upto 4.50GHz,16 GB,10 MB,Intel Integrated Integrated,6,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB Type-C 10Gbps signaling rate, 2 x USB Type-A 5Gbps signaling rate,",1 x HDMI 2.1,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD, micro-edge, anti-glare, Brightness: 250 nits, Color Gamut: 45%NTSC",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,,Realtek Wi-Fi 6 (2x2),v5.3,358 x 242 x 19.9,1.75 Kg,Not Available,HP Wide Vision 720p HD camera,,"Full-size, soft grey keyboard with numeric keypad",No,,41 Wh Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,46990,3 Cell,,,,64 bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,"Laptop, Power adapter",Modern 14 C12M-439IN,9S7-14J111-439,Modern 14 C12M-439IN,,Urban Silver,Thin and Light Laptop,Processing & Multitasking,,65W adapter,No,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,1235U,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",,,Intel Integrated Iris Xe,,,Windows 11 Home,,,"1 x Type-C USB3.2 Gen2 with PD charging, 1 x Type-A USB3.2 Gen2, 2 x Type-A USB2.0",1 x HDMI,No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD, 60Hz 45%NTSC IPS-Level",Built-in Speakers,Yes,,Intel Wi-Fi 6 AX201(2*2 ax),v5.2,319.9 x 223 x 19.35 mm,1.4 Kg,Not Available,HD type (30fps@728p),,Single backlight Keyboard(White),Yes,,,1 Year Carry-in Warranty,Carry-in,Part Failure,"Physical Damage, Burn, Liquid Spill",1 Year,45990,3 cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,"Laptop, Power Adaptor, User Guide, Warranty Documents",EX215-54,UN.EGJSI.056,Extensa,Extensa,Charcoal Black,Notebook,"Entertainment, Everyday Use, Performance, Processing & Multitasking",,45 W AC adapter,Yes,Intel,Core i3,11th Gen,Yes,256 GB,8 GB,DDR4,1115G4,3.00 GHz Upto 4.10 GHz,,,Intel Integrated UHD,,64 bit,Windows 11 Home,Windows 11 Home,,"2 x USB 3.2 Gen 1 Port, 1 x USB 2.0 Port",1 x HDMI Port,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD,Two built-in stereo speakers,,,802.11a/b/g/n/ac wireless LAN,v5.1,363.4 x 238.4 x 19.9mm,1.7 Kg,Not Available,HD,,"100-/101-/104-key FineTip keyboard with independent numeric keypad, international language support, and power button",No,,36 Wh Li-ion battery,1 Year International Travelers Warranty,Onsite,Manufacturing Defects,Physical damage,1 Year,34990,2 Cell,,,,64 bit,,,,,,"Multi-gesture touchpad, supporting two-finger scroll; pinch; gestures to open Cortana, Action Center, multitasking; application commands",,,,,,,,,,,,,,,,,,,,,,,,,,
638,"Laptop, battery, power adapter, user guide",GF63 Thin 11UC-1294IN,9S7-16R612-1294,GF63 Thin 11UC-1294IN,,Black,Gaming Laptop,Gaming,,,No,Intel,Core i7,11th Gen,Yes,256 GB,16 GB,DDR4,11800H,2.3 GHz upto 4.6 GHz,,,NVIDIA GeForce RTX 3050,,,Windows 11 Home,,,"1 x Type-C USB3.2 Gen1, 3 x Type-A USB3.2 Gen1",,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 144Hz 45%NTSC IPS-Level",Build-in Dual Speakers,Yes,,Intel Wi-Fi 6 AX201(2*2 ax),v5.2,,1.86 Kg,Not Available,HD type (30fps@728p),,Single Backlit Keyboard (Red),No,,,2 Year Carry-in Warranty,Carry-in,Part Failure,"Physical Damage, Burn, Liquid Spill",2 Year,70990,3 Cell,GDDR6,4 GB,1 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,"Laptop, Power Adapter, User Guide, Warranty Documents",14a-ca0504TU,678M6PA#ACJ,14a-ca0504TU,Chromebook x360 Intel,Forest Teal,Chromebook,Processing & Multitasking,,,No,Intel,Celeron Quad Core,,No,,4 GB,LPDDR4,N4020,2.8,,4,Intel Integrated UHD Graphics,2,64 bit,Chrome,Chrome 64,Yes,"2 x SuperSpeed USB Type-C 5Gbps signaling rate,(USB Power Delivery, DisplayPort 1.2) 1 x SuperSpeed USB Type-A 5Gbps signaling rate",,Yes,35.56 cm (14 Inch),1366 x 768 Pixels,"HD, touch, micro-edge, BrightView, (Brightness: 220 nits, 112 ppi, Color Gamut: 45% NTSC)",Dual speakers,Integrated dual array digital microphones,,Realtek RTL8822CE 802.11a/b/g/n/ac Wi-Fi,v5.0,325 x 219 x 17.9 mm,1.49 Kg,Not Available,HP Wide Vision 720p HD camera,,"Full-size, jet black keyboard",,,47 Wh Li-ion polymer battery,1 Year Onsite warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,19990,2,,,,64,,,,,,HP Imagepad with multi-touch gesture support,64 GB,,,,,,2400 MHz,,,,,,,,,,,,,,,,,,,
640,"Laptop, battery, adapter, cables and user manuals",ideapad 3 cb 11igl05 2,82BA001PHA|82BA0029HA,CB 11IGL05,IdeaPad 3 Chromebook Intel,Onyx Black,Chromebook,Processing & Multitasking,Upto 10 Hours,45W USB-C,No,Intel,Celeron Dual Core,,No,,4 GB,LPDDR4,N4020,Max Frequency Up to 2.8 GHz,,,Intel Integrated UHD,,,Chrome,Chrome OS,Yes,"2 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort), 2 x USB 3.2 Gen 1",,No,29.46 cm (11.6 Inch),1366 x 768 Pixel,HD TN 250nits Anti-glare,Built-in Stereo Speakers,Built-in array microphone,2 x 2 Stereo Speaker,"11ac, 2x2",v4.2,286.7 x 205.5 x 18.05 mm,1.12 kg,Not Available,720p,No,"Non-backlit, English",No,,42Wh,1 Year Onsite�Warranty,Onsite,Manufacturer’s warranty against faulty workmanship or defective parts,(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty,1 Year,14990,,,,,,,,,,,,64 GB,1 x card reader,,,,,,,,,,,,,,,,,,,,,,,,
641,"MacBook Air, 30W USB-C Power Adapter, USB-C to MagSafe 3 Cable",Z15W000Z5,Z15W000Z5,MacBook Air,2022 MacBook AIR,Silver,Thin and Light Laptop,Processing & Multitasking,Up to 18 hours,30 W USB-C Power Adapter,No,Apple,M2,,Yes,256 GB,16 GB,Unified Memory,Apple M2 Chip,,,,NA,8,,Mac OS Monterey,,Yes,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",,No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Liquid Retina Display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",Built-in Speakers,Three-mic array with directional beamforming,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos",802.11ax Wi-Fi 6 wireless networking,v5.0,304.1 x 215.0 x 11.3 mm,1.24 Kg,Not Available,1080p FaceTime HD camera,,Backlit Magic Keyboard,Yes,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",52.6 Watt Hour Lithium polymer Battery,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,128990,,,,,,,,,,,Force Touch Trackpad,,,,,,,,,,,,,,,,,,,,,,,,,,
642,"Laptop, battery, power adapter, user guide",Thin GF63 12UCX-269IN,9S7-16R821-269,Thin GF63 12UCX-269IN,,Black,Gaming Laptop,Gaming,,,No,Intel,Core i5,12th Gen,Yes,256 GB,16 GB,DDR4,12450H,3.3 GHz upto max turbo frequency at 4.4 Ghz,,,NVIDIA GeForce RTX 2050,,,Windows 11 Home,,,"2 x Type-A USB3.2 Gen1, 1 x Type-C USB3.2 Gen1",,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 144Hz 45%NTSC IPS-Level",Build-in Dual Speakers,Yes,,Intel Wi-Fi 6 AX201(2*2 ax),v5.2,,1.86 Kg,Not Available,HD type (30fps@720p),,Red Backlit Gaming Keyboard,Yes,,,2 Year Carry-in Warranty,Carry-in,Part Failure,"Physical Damage, Burn, Liquid Spill",2 Year,61990,3 Cell,GDDR6,4 GB,1 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,"1N Laptop, 1N Charger, 1N User Manual",4G,PB4G11064#006C,Primebook 4G,4G Android Based,Black,Thin and Light Laptop,"Processing & Multitasking, Learning",Upto 8 hours,,No,MediaTek,MediaTek MT8788,,No,,4 GB,LPDDR4,MT8788,Max Frequency Up to 2.0 GHz,,,MediaTek Integrated ARM Mali G72,,,Prime OS,Based on Android 11,Yes,"1 x USB 2.0, 1 x USB 3.0",,No,29.46 cm (11.6 Inch),1366 x 768 Pixels,HD IPS,Built-in Speakers,,,Wifi 5GHz and 2.4 GHz,V5.0,281 X 192 X 19.3 mm,1.065 Kg,Not Available,2.0 MP,,QWERTY with PrimeOS Special KB Shortcuts,No,,,1 Year Pick and Drop Warranty,Pick and Drop,Manufacturing Defects,Accidental Damage,,13990,,,,,,,,,,,,64 GB,,,,,,,,,,,,,,,,,,,,,,,,,
644,"1N Laptop, 1N Charger, 1N User Manual",4G,PB4G11128#006C,Primebook S 4G,4G Android Based,Black,Thin and Light Laptop,"Processing & Multitasking, Learning",Upto 8 hours,,No,MediaTek,MediaTek MT8788,,No,,4 GB,LPDDR4,MT8788,Max Frequency Up to 2.0 GHz,,,MediaTek Integrated ARM Mali G72,,,Prime OS,Based on Android 11,Yes,"1 x USB 2.0, 1 x USB 3.0",,No,29.46 cm (11.6 Inch),1366 x 768 Pixels,HD IPS,Built-in Speakers,,,Wifi 5GHz and 2.4 GHz,V5.0,281 X 192 X 19.3 mm,1.065 Kg,Not Available,2.0 MP,,QWERTY with PrimeOS Special KB Shortcuts,No,,,1 Year Pick and Drop Warranty,Pick and Drop,Manufacturing Defects,Accidental Damage,,14990,,,,,,,,,,,,128 GB,,,,,,,,,,,,,,,,,,,,,,,,,
645,"Laptop, battery, power adapter, user guide",X1605VAB-MB544WS,90NB10N2-M00BR0,X1605VAB-MB544WS,Vivobook 16 (2023),Transparent Silver,Laptop,Processing & Multitasking,,,Yes,Intel,Core i5,13th Gen,Yes,512 GB,16 GB,DDR4,1335U,Max Turbo Frequency up to 4.6 GHz,,,Intel Integrated Iris Xe,,,Windows 11 Home,,,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C support power delivery, 2 x USB 3.2 Gen 1 Type-A",,No,40.64 cm (16 Inch),1920 x 1200 Pixel,"WUXGA, 16:10 aspect ratio, IPS-level Panel, 60Hz refresh rate, 300nits, 45% NTSC color gamut, Anti-glare display",Built-in Speakers,Yes,,Wi-Fi 6E(802.11ax) (Dual band) 1*1,v5.0,,1.88 Kg,Not Available,720p HD camera With privacy shutter,No,Backlit Chiclet Keyboard with Num-key,Yes,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,60990,3 Cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,"Laptop, Power Adaptor, Quick Start Guide, Warranty Document",15ACH6,82JW00QMIN/82JW00PBIN,Legion 5,Legion 5 AMD,"Phantom Blue (Top), Shadow Black (Bottom)",Gaming Laptop,Gaming,Upto 7.15 Hour,230W Slim Tip (3-pin),Yes,AMD,Ryzen 7 Octa Core,,Yes,512 GB,16 GB,DDR4,5800H,"Base Frequency 3.2 GHz, Max Turbo Boost at 4.4 GHz",,4 MB,NVIDIA GeForce RTX 3050,8,,Windows 11 Home,Windows 11 Home,Yes,"3 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 1 (Always On), 1 x USB C 3.2 Gen 2 (Support Data Transfer and DisplayPort 1.4), 1 x USB C 3.2 Gen 2 (Support Data Transfer, Power Delivery and DisplayPort 1.4)",1 x HDMI 2.1,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"Full HD, IPS, 250 nits, Anti-glare, 45% NTSC, Refresh Rate: 120 Hz, FreeSync",Built-in 2W Dual Stereo Speakers,Built-in Dual Array Microphone,Nahimic Audio,"Wi-Fi 6 (802.11ax), 2 x 2",v5.1,362.56 x 260.61 x 22.5 mm,2.4 kg kg,Not Available,HD 720p with E-shutter,No,"White Backlit, English",Yes,Microsoft Office Home & Student 2021,E-Camera Shutter,1 Year Carry-in Warranty,Carry-In,Manufacturing Defects,Physical Damage,1 Year,84990,,GDDR6,4 GB,,,Yes,M.2 2280 PCIe 3.0 x4 NVMe,"High Definition (HD) Audio, Realtek ALC3306 Codec",120 Hz,100/1000M (RJ-45),,,,Firmware TPM 2.0,AMD SoC Platform,2,3200,3200 MHz,,,,,,,,,,,,,,,,,,,
647,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fd0018TU,7Q6Y9PA#ACJ,15-fd0018TU,15s (2023) Intel,Moonlight Blue,Thin and Light Laptop,Processing & Multitasking,,,Yes,Intel,Core i3,13th Gen,Yes,512 GB,8 GB,DDR4,1315U,3.30GHz Upto 4.50GHz,16 GB,10 MB,Intel Integrated Integrated,6,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB Type-C 10Gbps signaling rate, 2 x USB Type-A 5Gbps signaling rate",1 x HDMI 2.1,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD, micro-edge, anti-glare, Brightness: 250 nits, Color Gamut: 45%NTSC",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,,Realtek Wi-Fi 6 (2x2),v5.3,358 x 242 x 19.9,1.6 Kg,Not Available,HP Wide Vision 720p HD camera,,"Full-size, backlit soft grey keyboard with numeric keypad",No,,41 Wh Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,46990,3 Cell,,,,64 bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,"Laptop, User manual, Adapter",Thinkbook 15 G3,21A4A09UIH,Thinkbook 15 G3,ThinkBook 15,Mineral Grey,Thin and Light Laptop,"Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business",Upto 7.5 hours,65W USB-C (3-pin) AC adapter,Yes,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,5500U,2.1 GHz with Turbo Boost Upto 4.0 GHz,,8MB,AMD Radeon AMD,,,Windows 11 Home,,Yes,"1 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 1 (Always On), 2 x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 3.0, and DisplayPort 1.4)",1 x HDMI 1.4b,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD Anti-glare Display,,,,"Wi-Fi 6, 802.11ax 2x2 Wi-Fi",v 5.1,357 x 235 x 18.9 mm,1.70 Kg,Not Available,"HD 720p, with privacy shutter, fixed focus",Yes,,No,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,39990,3 Cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,"Laptop, Power Adapter, User Guide, Warranty Documents",14a-ca0506TU,678M8PA#ACJ,14a-ca0506TU,Chromebook x360 Intel,Mineral Silver,Chromebook,Processing & Multitasking,,,No,Intel,Celeron Dual Core,,No,,4 GB,LPDDR4,N4020,2.8,,4,Intel Integrated UHD Graphics,2,64 bit,Chrome,Chrome 64,Yes,"2 x SuperSpeed USB Type-C 5Gbps signaling rate (USB Power Delivery, DisplayPort 1.2), 1 x SuperSpeed USB Type-A 5Gbps signaling rate",,Yes,35.56 cm (14 Inch),1366 x 768 Pixels,"HD, touch, micro-edge, BrightView (Brightness: 220 nits, 112 ppi, Color Gamut: 45% NTSC)",Dual speakers,Integrated dual array digital microphones,,Realtek RTL8822CE 802.11a/b/g/n/ac Wi-Fi,v5.0,325 x 219 x 17.9 mm,1.49 Kg,Not Available,HP Wide Vision 720p HD camera,,"Full-size, jet black keyboard",,,47 Wh Li-ion polymer battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,19990,2,,,,64,,,,,,HP Imagepad with multi-touch gesture support,64 GB,,,,,,2400 MHz,,,,,,,,,,,,,,,,,,,
650,"Laptop, power adapter",Bravo 15 B5ED-035IN,9S7-158M12-035,Bravo 15 B5ED,Bravo 15,Black,Gaming Laptop,Gaming,,150W adapter,No,AMD,Ryzen 7 Octa Core,,Yes,512 GB,16 GB,DDR,5800H,3.2GHz Upto 4.4GHz,,,AMD Radeon RX6500M,8,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x Type-C USB3.2 Gen1, 2 x Type-A USB3.2 Gen1, 1 x Type-A USB2.0",1x HDMI 2.1 (4K @ 60Hz),No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"FHD, 144Hz, 45%NTSC, IPS-Level",Built-in Dual Stereo Speakers,Yes,,AMD Wi-Fi 6E RZ608,v5.2,359 x 259 x 24.95mm,2.35 Kg,Not Available,HD type (30fps@728p),,Single Backlit Keyboard (Red),Yes,,53.5 Whr Battery,1 Year Warranty Term,Carry In,Part Failure,"Physical Damage, Burn, Liquid Spill",1 Year,57990,,GDDR6,4 GB,,64 Bit,Yes,,,144 Hz,Gb LAN,,,NA,,,,,,,,,,,,,,,,,NA,,,,,,,
651,"Laptop, Power Adaptor, User Guide, Warranty Documents",Z2-493,UN.431SI.240,Z2-493,One14,Rose Gold,Thin and Light Laptop,Processing & Multitasking,,,Yes,AMD,Ryzen 3 Dual Core,13th Gen,Yes,,8 GB,DDR4,3250U,2.60 GHz up to 3.50 GHz,,,AMD Radeon AMD,,,Windows 11 Home,,,"2 x USB 3.2 Gen 1 Type A, 1 x USB 3.2 Gen 1 Type C",1x HDMI 2.0 Port,No,35.56 cm (14 Inch),1366 x 768 Pixel,HD,,,,802.11b/g/n/ac wireless LAN,v4.2,325.9 x 226.9 x 20.9 mm,1.6 Kg,Not Available,HD webcam,,Isolated Keys keyboard,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical damage,,26990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,"Laptop, Power Adaptor, User Guide, Warranty Documents",14s- dq3032tu,637S3PA#ACJ,14s- dq3032tu,14s Intel,Jet Black,Thin and Light Laptop,Processing & Multitasking,,,Yes,Intel,Celeron Dual Core,,Yes,256 GB,8 GB,DDR4,N4500,2.8,,4,Intel Integrated UHD Graphics,2,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1x SuperSpeed USB Type-C, 2x SuperSpeed USB Type-A",1x HDMI 1.4b,No,35.56 cm (14 Inch),1366 x 768 Pixels,"HD, micro-edge, BrightView (Brightness: 250 nits, 112 ppi, Color Gamut: 45%NTSC)",Inbuilt dual Speakers,Integrated dual array digital microphone,,Realtek RTL8821CE-M 802.11a/b/g/n/ac (1x1) Wi-Fi,v4.2,324 x 225 x 17.9 mm,1.46 kg,Not Available,HP TrueVision 720p HD Camera,,"Full-size, jet black keyboard",No,,"41 Wh Li-ion, Support battery fast charge",1 Year onsite warranty,Onsite,Manufacturing defects,Physical damage,1 Year,31890,3,,,,64,,PCIe NVMe,,,,HP Imagepad with multi-touch gesture support,,1x multi-format SD media card reader,,,,,2933 MHz,,,,,,,,,,,,,,,,,,,
